21-23
21-23
21-23
21-23
24-26
21-23
21-23
21-23
18-20
18-20
18-20
21-23
24-26
18-20
21-23
24-26
18-20
24-26
18-20
18-20
21-23
21-23
18-20
30-32
24-26
21-23
18-20
18-20
18-20
24-26
30-32
21-23
27-29
15-17
18-20
21-23
21-23
27-29
18-20
18-20
More than 32
24-26
21-23
21-23
21-23
21-23
27-29
18-20
24-26
18-20
18-20
18-20
21-23
21-23
21-23
18-20
More than 32
18-20
21-23
21-23
18-20
18-20
30-32
21-23
21-23
21-23
21-23
21-23
21-23
18-20
21-23
21-23
21-23
18-20
21-23
21-23
18-20
27-29
18-20
18-20
21-23
21-23
21-23
21-23
21-23
More than 32
24-26
18-20
21-23
18-20
21-23
18-20
21-23
21-23
18-20
18-20
More than 32
21-23
21-23
18-20
21-23
21-23
21-23
18-20
24-26
21-23
27-29
18-20
18-20
18-20
24-26
21-23
18-20
21-23
More than 32
18-20
21-23
24-26
18-20
18-20
21-23
18-20
21-23
More than 32
15-17
18-20
18-20
24-26
24-26
27-29
21-23
24-26
24-26
21-23
21-23
24-26
24-26
21-23
21-23
18-20
18-20
18-20
21-23
27-29
18-20
21-23
21-23
18-20
30-32
More than 32
24-26
21-23
21-23
18-20
18-20
18-20
21-23
21-23
18-20
18-20
24-26
21-23
21-23
18-20
21-23
24-26
21-23
21-23
18-20
21-23
21-23
21-23
18-20
21-23
30-32
21-23
21-23
21-23
21-23
24-26
24-26
21-23
21-23
21-23
21-23
24-26
18-20
21-23
21-23
21-23
21-23
21-23
21-23
21-23
21-23
18-20
21-23
21-23
18-20
21-23
18-20
21-23
18-20
21-23
21-23
18-20
18-20
18-20
21-23
18-20
21-23
18-20
21-23
21-23
27-29
18-20
18-20
21-23
21-23
21-23
24-26
21-23
24-26
30-32
21-23
18-20
More than 32
24-26
More than 32
More than 32
21-23
21-23
24-26
24-26
21-23
18-20
21-23
21-23
24-26
18-20
30-32
21-23
21-23
21-23
24-26
21-23
24-26
18-20
21-23
21-23
24-26
24-26
21-23
21-23
24-26
21-23
24-26
21-23
21-23
24-26
More than 32
15-17
18-20
21-23
30-32
21-23
21-23
18-20
21-23
18-20
21-23
18-20
15-17
21-23
27-29
24-26
More than 32
21-23
18-20
21-23
27-29
24-26
18-20
24-26
More than 32
21-23
24-26
18-20
24-26
21-23
21-23
18-20
18-20
21-23
More than 32
24-26
21-23
18-20
18-20
18-20
18-20
18-20
18-20
18-20
18-20
21-23
18-20
More than 32
21-23
21-23
21-23
18-20
